uni_id,university_th,university_en,university_shortname,university_type,province,website,logo,campuses,faculties,majors
1019,มหาวิทยาลัยราชภัฏพระนคร,Phranakhon Rajabhat University,PRU,Public University,กรุงเทพมหานคร,https://www.university19.ac.th,https://example.com/logo/university19.png,"[{""campus_id"": 19, ""campus_name"": ""Campus 19""}]","[{""faculty_id"": 190, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 191, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 192, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 1900, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 1901, ""major_name"": ""ชีววิทยา""}, {""major_id"": 1902, ""major_name"": ""เศรษฐศาสตร์""}]"
1020,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,RU,Public University,กรุงเทพมหานคร,https://www.university20.ac.th,https://example.com/logo/university20.png,"[{""campus_id"": 20, ""campus_name"": ""Campus 20""}]","[{""faculty_id"": 200, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 201, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 202, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2000, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2001, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2002, ""major_name"": ""เศรษฐศาสตร์""}]"
1021,มหาวิทยาลัยวลัยลักษณ์,Valaya Alongkorn Rajabhat University,VRU,Public University,ปทุมธานี,https://www.university21.ac.th,https://example.com/logo/university21.png,"[{""campus_id"": 21, ""campus_name"": ""Campus 21""}]","[{""faculty_id"": 210, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 211, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 212, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2100, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2101, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2102, ""major_name"": ""เศรษฐศาสตร์""}]"
1022,มหาวิทยาลัยเกษม บัณฑิต,Kasem Bundit University,KBU,Public University,กรุงเทพมหานคร,https://www.university22.ac.th,https://example.com/logo/university22.png,"[{""campus_id"": 22, ""campus_name"": ""Campus 22""}]","[{""faculty_id"": 220, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 221, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 222, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2200, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2201, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2202, ""major_name"": ""เศรษฐศาสตร์""}]"
1023,มหาวิทยาลัยกรุงเทพ,Bangkok University,BU,Public University,กรุงเทพมหานคร,https://www.university23.ac.th,https://example.com/logo/university23.png,"[{""campus_id"": 23, ""campus_name"": ""Campus 23""}]","[{""faculty_id"": 230, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 231, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 232, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2300, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2301, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2302, ""major_name"": ""เศรษฐศาสตร์""}]"
1024,มหาวิทยาลัยอัสสัมชัญ,Assumption University,ABAC,Public University,สมุทรปราการ,https://www.university24.ac.th,https://example.com/logo/university24.png,"[{""campus_id"": 24, ""campus_name"": ""Campus 24""}]","[{""faculty_id"": 240, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 241, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 242, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2400, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2401, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2402, ""major_name"": ""เศรษฐศาสตร์""}]"
1025,มหาวิทยาลัยศรีปทุม,Sripatum University,SPU,Public University,กรุงเทพมหานคร,https://www.university25.ac.th,https://example.com/logo/university25.png,"[{""campus_id"": 25, ""campus_name"": ""Campus 25""}]","[{""faculty_id"": 250, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 251, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 252, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2500, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2501, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2502, ""major_name"": ""เศรษฐศาสตร์""}]"
1026,มหาวิทยาลัยรังสิต,Rangsit University,RSU,Public University,ปทุมธานี,https://www.university26.ac.th,https://example.com/logo/university26.png,"[{""campus_id"": 26, ""campus_name"": ""Campus 26""}]","[{""faculty_id"": 260, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 261, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 262, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2600, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2601, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2602, ""major_name"": ""เศรษฐศาสตร์""}]"
1027,สถาบันพระปกเกล้า,King Prajadhipok's Institute,KPI,Public University,กรุงเทพมหานคร,https://www.university27.ac.th,https://example.com/logo/university27.png,"[{""campus_id"": 27, ""campus_name"": ""Campus 27""}]","[{""faculty_id"": 270, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 271, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 272, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2700, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2701, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2702, ""major_name"": ""เศรษฐศาสตร์""}]"
1028,มหาวิทยาลัยสุโขทัยธรรมาธิราช,Sukhothai Thammathirat Open University,STOU,Public University,นนทบุรี,https://www.university28.ac.th,https://example.com/logo/university28.png,"[{""campus_id"": 28, ""campus_name"": ""Campus 28""}]","[{""faculty_id"": 280, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 281, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 282, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2800, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2801, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2802, ""major_name"": ""เศรษฐศาสตร์""}]"
1029,มหาวิทยาลัยเทคโนโลยีราชมงคล ธัญบุรี,Rajamangala University of Technology Thanyaburi,RMUTT,Public University,ปทุมธานี,https://www.university29.ac.th,https://example.com/logo/university29.png,"[{""campus_id"": 29, ""campus_name"": ""Campus 29""}]","[{""faculty_id"": 290, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 291, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 292, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 2900, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 2901, ""major_name"": ""ชีววิทยา""}, {""major_id"": 2902, ""major_name"": ""เศรษฐศาสตร์""}]"
1030,มหาวิทยาลัยเทคโนโลยีราชมงคล กรุงเทพ,Rajamangala University of Technology Krungthep,RMUTK,Public University,กรุงเทพมหานคร,https://www.university30.ac.th,https://example.com/logo/university30.png,"[{""campus_id"": 30, ""campus_name"": ""Campus 30""}]","[{""faculty_id"": 300, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 301, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 302, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3000, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3001, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3002, ""major_name"": ""เศรษฐศาสตร์""}]"
1031,มหาวิทยาลัยเทคโนโลยีราชมงคล ศรีวิชัย,Rajamangala University of Technology Srivijaya,RMUTSV,Public University,สงขลา,https://www.university31.ac.th,https://example.com/logo/university31.png,"[{""campus_id"": 31, ""campus_name"": ""Campus 31""}]","[{""faculty_id"": 310, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 311, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 312, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3100, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3101, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3102, ""major_name"": ""เศรษฐศาสตร์""}]"
1032,มหาวิทยาลัยเทคโนโลยีราชมงคล อีสาน,Rajamangala University of Technology Isan,RMUTI,Public University,ขอนแก่น,https://www.university32.ac.th,https://example.com/logo/university32.png,"[{""campus_id"": 32, ""campus_name"": ""Campus 32""}]","[{""faculty_id"": 320, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 321, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 322, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3200, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3201, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3202, ""major_name"": ""เศรษฐศาสตร์""}]"
1033,มหาวิทยาลัยเทคโนโลยีราชมงคล ล้านนา,Rajamangala University of Technology Lanna,RMUTL,Public University,เชียงใหม่,https://www.university33.ac.th,https://example.com/logo/university33.png,"[{""campus_id"": 33, ""campus_name"": ""Campus 33""}]","[{""faculty_id"": 330, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 331, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 332, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3300, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3301, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3302, ""major_name"": ""เศรษฐศาสตร์""}]"
1034,มหาวิทยาลัยเทคโนโลยีราชมงคล พระนคร,Rajamangala University of Technology Phra Nakhon,RMUTP,Public University,กรุงเทพมหานคร,https://www.university34.ac.th,https://example.com/logo/university34.png,"[{""campus_id"": 34, ""campus_name"": ""Campus 34""}]","[{""faculty_id"": 340, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 341, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 342, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3400, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3401, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3402, ""major_name"": ""เศรษฐศาสตร์""}]"
1035,มหาวิทยาลัยเทคโนโลยีราชมงคล รัตนโกสินทร์,Rajamangala University of Technology Rattanakosin,RMUTR,Public University,กรุงเทพมหานคร,https://www.university35.ac.th,https://example.com/logo/university35.png,"[{""campus_id"": 35, ""campus_name"": ""Campus 35""}]","[{""faculty_id"": 350, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 351, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 352, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3500, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3501, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3502, ""major_name"": ""เศรษฐศาสตร์""}]"
1036,มหาวิทยาลัยมหาจุฬาลงกรณ์ราชวิทยาลัย,Mahachulalongkornrajavidyalaya University,MCU,Public University,กรุงเทพมหานคร,https://www.university36.ac.th,https://example.com/logo/university36.png,"[{""campus_id"": 36, ""campus_name"": ""Campus 36""}]","[{""faculty_id"": 360, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 361, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 362, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3600, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3601, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3602, ""major_name"": ""เศรษฐศาสตร์""}]"
1037,มหาวิทยาลัยมหามกุฏ พุทธศาสตร์,Mahamakut Buddhist University,MBU,Public University,กรุงเทพมหานคร,https://www.university37.ac.th,https://example.com/logo/university37.png,"[{""campus_id"": 37, ""campus_name"": ""Campus 37""}]","[{""faculty_id"": 370, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 371, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 372, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3700, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3701, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3702, ""major_name"": ""เศรษฐศาสตร์""}]"
1038,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้า,King Mongkut's University of Technology,KMUT,Public University,กรุงเทพมหานคร,https://www.university38.ac.th,https://example.com/logo/university38.png,"[{""campus_id"": 38, ""campus_name"": ""Campus 38""}]","[{""faculty_id"": 380, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 381, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 382, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3800, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3801, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3802, ""major_name"": ""เศรษฐศาสตร์""}]"
1039,สถาบันเทคโนโลยีไทย-นิชิ,Thai-Nichi Institute of Technology,TNI,Public University,กรุงเทพมหานคร,https://www.university39.ac.th,https://example.com/logo/university39.png,"[{""campus_id"": 39, ""campus_name"": ""Campus 39""}]","[{""faculty_id"": 390, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 391, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 392, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 3900, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 3901, ""major_name"": ""ชีววิทยา""}, {""major_id"": 3902, ""major_name"": ""เศรษฐศาสตร์""}]"
1040,มหาวิทยาลัยราชภัฏพระนคร,Rajabhat Phranakhon,PRU,Public University,กรุงเทพมหานคร,https://www.university40.ac.th,https://example.com/logo/university40.png,"[{""campus_id"": 40, ""campus_name"": ""Campus 40""}]","[{""faculty_id"": 400, ""faculty_name"": ""วิศวกรรมศาสตร์""}, {""faculty_id"": 401, ""faculty_name"": ""วิทยาศาสตร์""}, {""faculty_id"": 402, ""faculty_name"": ""แพทยศาสตร์""}]","[{""major_id"": 4000, ""major_name"": ""วิศวกรรมคอมพิวเตอร์""}, {""major_id"": 4001, ""major_name"": ""ชีววิทยา""}, {""major_id"": 4002, ""major_name"": ""เศรษฐศาสตร์""}]"
